id:ID	:LABEL	label	description
EC:2.7.4.27	EnzymeClass	2.7.4.27	[pyruvate, phosphate dikinase]-phosphate phosphotransferase
EC:2.7.7.15	EnzymeClass	2.7.7.15	choline-phosphate cytidylyltransferase
EC:2.7.7.46	EnzymeClass	2.7.7.46	gentamicin 2''-nucleotidyltransferase
EC:2.7.7.60	EnzymeClass	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EC:2.7.7.90	EnzymeClass	2.7.7.90	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.67	EnzymeClass	2.7.7.67	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase
EC:2.7.7.85	EnzymeClass	2.7.7.85	diadenylate cyclase
EC:2.7.7.94	EnzymeClass	2.7.7.94	4-hydroxyphenylalkanoate adenylyltransferase
EC:2.7.8.3	EnzymeClass	2.7.8.3	ceramide cholinephosphotransferase
EC:2.7.8.31	EnzymeClass	2.7.8.31	undecaprenyl-phosphate glucose phosphotransferase
EC:2.7.11.6	EnzymeClass	2.7.11.6	[tyrosine 3-monooxygenase] kinase
EC:2.8.2.28	EnzymeClass	2.8.2.28	quercetin-3,3'-bissulfate 7-sulfotransferase
EC:2.8.3.22	EnzymeClass	2.8.3.22	succinyl-CoA---L-malate CoA-transferase
EC:2.8.4.-	EnzymeClass	2.8.4.-	Transferring alkylthio groups
EC:3.1.1.3	EnzymeClass	3.1.1.3	triacylglycerol lipase
EC:3.1.1.41	EnzymeClass	3.1.1.41	cephalosporin-C deacetylase
EC:3.1.2.26	EnzymeClass	3.1.2.26	bile-acid-CoA hydrolase
EC:3.1.3.87	EnzymeClass	3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
EC:3.1.4.41	EnzymeClass	3.1.4.41	sphingomyelin phosphodiesterase D
EC:3.1.6.2	EnzymeClass	3.1.6.2	steryl-sulfatase
EC:3.1.6.19	EnzymeClass	3.1.6.19	(R)-specific secondary-alkylsulfatase
EC:3.1.25.1	EnzymeClass	3.1.25.1	deoxyribonuclease (pyrimidine dimer)
EC:3.1.30.-	EnzymeClass	3.1.30.-	Endoribonucleases that are active with either ribo- or deoxyribonucleic acids and produce 5'-phosphomonoesters
EC:3.1.23.-	EnzymeClass	3.1.23.-	Site-specific endodeoxyribonucleases: cleavage is sequence specific (deleted sub-subclass)
EC:3.2.1.1	EnzymeClass	3.2.1.1	alpha-amylase
EC:3.2.1.70	EnzymeClass	3.2.1.70	glucan 1,6-alpha-glucosidase
EC:3.2.1.72	EnzymeClass	3.2.1.72	xylan 1,3-beta-xylosidase
EC:3.2.1.76	EnzymeClass	3.2.1.76	L-iduronidase
EC:3.2.1.94	EnzymeClass	3.2.1.94	glucan 1,6-alpha-isomaltosidase
EC:3.2.1.99	EnzymeClass	3.2.1.99	arabinan endo-1,5-alpha-L-arabinanase
EC:3.2.1.106	EnzymeClass	3.2.1.106	mannosyl-oligosaccharide glucosidase
EC:3.2.1.156	EnzymeClass	3.2.1.156	oligosaccharide reducing-end xylanase
EC:3.2.1.155	EnzymeClass	3.2.1.155	xyloglucan-specific exo-beta-1,4-glucanase
EC:3.2.2.2	EnzymeClass	3.2.2.2	inosine nucleosidase
EC:3.3.2.12	EnzymeClass	3.3.2.12	oxepin-CoA hydrolase
EC:3.4.11.7	EnzymeClass	3.4.11.7	glutamyl aminopeptidase
EC:3.4.13.12	EnzymeClass	3.4.13.12	Met-Xaa dipeptidase
EC:3.4.14.13	EnzymeClass	3.4.14.13	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
EC:3.4.17.6	EnzymeClass	3.4.17.6	alanine carboxypeptidase
EC:3.4.21.3	EnzymeClass	3.4.21.3	metridin
EC:3.4.21.12	EnzymeClass	3.4.21.12	alpha-lytic endopeptidase
EC:3.4.21.78	EnzymeClass	3.4.21.78	granzyme A
EC:3.4.21.82	EnzymeClass	3.4.21.82	glutamyl endopeptidase II
EC:3.4.21.96	EnzymeClass	3.4.21.96	lactocepin
EC:3.4.22.6	EnzymeClass	3.4.22.6	chymopapain
EC:3.4.22.28	EnzymeClass	3.4.22.28	picornain 3C
EC:3.4.22.39	EnzymeClass	3.4.22.39	adenain
EC:3.4.22.67	EnzymeClass	3.4.22.67	zingipain
EC:3.4.23.24	EnzymeClass	3.4.23.24	candidapepsin
EC:3.4.23.29	EnzymeClass	3.4.23.29	polyporopepsin
EC:3.4.23.40	EnzymeClass	3.4.23.40	phytepsin
EC:3.4.24.42	EnzymeClass	3.4.24.42	atrolysin C
EC:3.4.24.59	EnzymeClass	3.4.24.59	mitochondrial intermediate peptidase
EC:3.5.1.3	EnzymeClass	3.5.1.3	omega-amidase
EC:3.5.1.6	EnzymeClass	3.5.1.6	beta-ureidopropionase
EC:3.5.1.55	EnzymeClass	3.5.1.55	long-chain-fatty-acyl-glutamate deacylase
EC:3.5.1.64	EnzymeClass	3.5.1.64	Nalpha-benzyloxycarbonylleucine hydrolase
EC:3.5.1.66	EnzymeClass	3.5.1.66	2-(hydroxymethyl)-3-(acetamidomethylene)succinate hydrolase
EC:3.5.1.78	EnzymeClass	3.5.1.78	glutathionylspermidine amidase
EC:3.5.1.81	EnzymeClass	3.5.1.81	N-acyl-D-amino-acid deacylase
EC:3.5.1.84	EnzymeClass	3.5.1.84	biuret amidohydrolase
EC:3.5.2.13	EnzymeClass	3.5.2.13	2,5-dioxopiperazine hydrolase
EC:3.5.3.2	EnzymeClass	3.5.3.2	guanidinoacetase
EC:3.5.3.10	EnzymeClass	3.5.3.10	D-arginase
EC:3.5.3.17	EnzymeClass	3.5.3.17	guanidinopropionase
EC:3.5.3.19	EnzymeClass	3.5.3.19	ureidoglycolate hydrolase
EC:3.5.4.3	EnzymeClass	3.5.4.3	guanine deaminase
EC:3.5.5.6	EnzymeClass	3.5.5.6	bromoxynil nitrilase
EC:3.6.1.22	EnzymeClass	3.6.1.22	NAD+ diphosphatase
EC:3.6.1.61	EnzymeClass	3.6.1.61	diadenosine hexaphosphate hydrolase (ATP-forming)
EC:3.6.3.11	EnzymeClass	3.6.3.11	Cl--transporting ATPase
EC:3.6.3.43	EnzymeClass	3.6.3.43	peptide-transporting ATPase
EC:3.7.1.-	EnzymeClass	3.7.1.-	In ketonic substances
EC:3.7.1.1	EnzymeClass	3.7.1.1	oxaloacetase
EC:3.8.1.7	EnzymeClass	3.8.1.7	4-chlorobenzoyl-CoA dehalogenase
EC:4.1.1.32	EnzymeClass	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)
EC:4.1.1.43	EnzymeClass	4.1.1.43	phenylpyruvate decarboxylase
EC:4.1.1.68	EnzymeClass	4.1.1.68	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase
EC:4.1.1.92	EnzymeClass	4.1.1.92	indole-3-carboxylate decarboxylase
EC:4.1.2.-	EnzymeClass	4.1.2.-	Aldehyde-lyases
EC:4.1.2.11	EnzymeClass	4.1.2.11	hydroxymandelonitrile lyase
EC:4.1.2.8	EnzymeClass	4.1.2.8	indole-3-glycerol-phosphate lyase
EC:4.1.3.3	EnzymeClass	4.1.3.3	N-acetylneuraminate lyase
EC:4.1.3.4	EnzymeClass	4.1.3.4	hydroxymethylglutaryl-CoA lyase
EC:4.2.1.10	EnzymeClass	4.2.1.10	3-dehydroquinate dehydratase
EC:4.2.1.17	EnzymeClass	4.2.1.17	enoyl-CoA hydratase
EC:4.2.1.43	EnzymeClass	4.2.1.43	2-dehydro-3-deoxy-L-arabinonate dehydratase
EC:4.2.1.139	EnzymeClass	4.2.1.139	medicarpin synthase
EC:4.2.1.155	EnzymeClass	4.2.1.155	(methylthio)acryloyl-CoA hydratase
EC:4.2.1.158	EnzymeClass	4.2.1.158	galactarate dehydratase (D-threo-forming)
EC:4.2.2.4	EnzymeClass	4.2.2.4	chondroitin ABC lyase
EC:4.2.3.6	EnzymeClass	4.2.3.6	trichodiene synthase
EC:4.2.3.42	EnzymeClass	4.2.3.42	aphidicolan-16beta-ol synthase
EC:4.2.3.45	EnzymeClass	4.2.3.45	phyllocladan-16alpha-ol synthase
EC:4.2.3.47	EnzymeClass	4.2.3.47	beta-farnesene synthase
EC:4.2.3.52	EnzymeClass	4.2.3.52	(4S)-beta-phellandrene synthase (geranyl-diphosphate-cyclizing)
EC:4.2.3.82	EnzymeClass	4.2.3.82	alpha-santalene synthase
EC:4.2.3.87	EnzymeClass	4.2.3.87	alpha-guaiene synthase
EC:4.2.3.95	EnzymeClass	4.2.3.95	(-)-alpha-cuprenene synthase
EC:4.2.3.116	EnzymeClass	4.2.3.116	(+)-camphene synthase
EC:4.2.3.137	EnzymeClass	4.2.3.137	(E)-2-epi-beta-caryophyllene synthase
EC:4.2.3.144	EnzymeClass	4.2.3.144	geranyllinalool synthase
EC:4.2.3.155	EnzymeClass	4.2.3.155	2-epi-valiolone synthase
EC:4.2.3.156	EnzymeClass	4.2.3.156	hydroxysqualene synthase
EC:4.2.3.192	EnzymeClass	4.2.3.192	labda-7,13(16),14-triene synthase
EC:4.2.3.195	EnzymeClass	4.2.3.195	rhizathalene A synthase
EC:4.4.1.2	EnzymeClass	4.4.1.2	homocysteine desulfhydrase
EC:4.4.1.25	EnzymeClass	4.4.1.25	L-cysteate sulfo-lyase
EC:4.5.1.-	EnzymeClass	4.5.1.-	Carbon-halide lyases (only sub-subclass identified to date)
EC:4.6.1.14	EnzymeClass	4.6.1.14	glycosylphosphatidylinositol diacylglycerol-lyase
EC:4.99.1.4	EnzymeClass	4.99.1.4	sirohydrochlorin ferrochelatase
EC:5.1.1.3	EnzymeClass	5.1.1.3	glutamate racemase
EC:5.1.1.14	EnzymeClass	5.1.1.14	nocardicin A epimerase
EC:5.1.3.38	EnzymeClass	5.1.3.38	D-erythrulose 1-phosphate 3-epimerase
EC:5.2.1.5	EnzymeClass	5.2.1.5	linoleate isomerase
EC:5.3.1.22	EnzymeClass	5.3.1.22	hydroxypyruvate isomerase
EC:5.3.2.3	EnzymeClass	5.3.2.3	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose-forming)
EC:5.3.3.10	EnzymeClass	5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
EC:5.4.1.3	EnzymeClass	5.4.1.3	2-methylfumaryl-CoA isomerase
EC:5.4.1.4	EnzymeClass	5.4.1.4	D-galactarolactone isomerase
EC:5.4.3.4	EnzymeClass	5.4.3.4	D-lysine 5,6-aminomutase
EC:6.1.1.6	EnzymeClass	6.1.1.6	lysine---tRNA ligase
EC:6.2.1.22	EnzymeClass	6.2.1.22	[citrate (pro-3S)-lyase] ligase
EC:6.2.1.26	EnzymeClass	6.2.1.26	o-succinylbenzoate---CoA ligase
EC:6.3.2.34	EnzymeClass	6.3.2.34	coenzyme F420-1:gamma-L-glutamate ligase
EC:6.3.2.41	EnzymeClass	6.3.2.41	N-acetylaspartylglutamate synthase
EC:6.3.3.2	EnzymeClass	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
EC:6.4.1.7	EnzymeClass	6.4.1.7	2-oxoglutarate carboxylase
EC:6.6.1.2	EnzymeClass	6.6.1.2	cobaltochelatase
EC:7.2.2.-	EnzymeClass	7.2.2.-	Linked to the hydrolysis of a nucleoside triphosphate
EC:7.3.2.-	EnzymeClass	7.3.2.-	Linked to the hydrolysis of a nucleoside triphosphate
EC:1.1.2.9	EnzymeClass	1.1.2.9	1-butanol dehydrogenase (cytochrome c)
EC:1.1.3.3	EnzymeClass	1.1.3.3	malate oxidase
EC:1.1.3.42	EnzymeClass	1.1.3.42	prosolanapyrone-II oxidase
EC:1.1.3.46	EnzymeClass	1.1.3.46	4-hydroxymandelate oxidase
EC:1.1.99.12	EnzymeClass	1.1.99.12	sorbose dehydrogenase
EC:1.1.99.37	EnzymeClass	1.1.99.37	methanol dehydrogenase (nicotinoprotein)
EC:1.1.1.4	EnzymeClass	1.1.1.4	(R,R)-butanediol dehydrogenase
EC:1.1.1.7	EnzymeClass	1.1.1.7	propanediol-phosphate dehydrogenase
EC:1.1.1.19	EnzymeClass	1.1.1.19	glucuronate reductase
EC:1.1.1.28	EnzymeClass	1.1.1.28	D-lactate dehydrogenase
EC:1.1.1.34	EnzymeClass	1.1.1.34	hydroxymethylglutaryl-CoA reductase (NADPH)
EC:1.1.1.55	EnzymeClass	1.1.1.55	lactaldehyde reductase (NADPH)
EC:1.1.1.72	EnzymeClass	1.1.1.72	glycerol dehydrogenase (NADP+)
EC:1.1.1.78	EnzymeClass	1.1.1.78	methylglyoxal reductase (NADH)
EC:1.1.1.94	EnzymeClass	1.1.1.94	glycerol-3-phosphate dehydrogenase [NAD(P)+]
EC:1.1.1.98	EnzymeClass	1.1.1.98	(R)-2-hydroxy-fatty-acid dehydrogenase
EC:1.1.1.141	EnzymeClass	1.1.1.141	15-hydroxyprostaglandin dehydrogenase (NAD+)
EC:1.1.1.152	EnzymeClass	1.1.1.152	3alpha-hydroxy-5beta-androstane-17-one 3alpha-dehydrogenase
EC:1.1.1.157	EnzymeClass	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
EC:1.1.1.285	EnzymeClass	1.1.1.285	3''-deamino-3''-oxonicotianamine reductase
EC:1.1.1.342	EnzymeClass	1.1.1.342	CDP-paratose synthase
EC:1.1.1.390	EnzymeClass	1.1.1.390	sulfoquinovose 1-dehydrogenase
EC:1.1.1.401	EnzymeClass	1.1.1.401	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)
EC:1.2.1.4	EnzymeClass	1.2.1.4	aldehyde dehydrogenase (NADP+)
EC:1.2.1.26	EnzymeClass	1.2.1.26	2,5-dioxovalerate dehydrogenase
EC:1.2.1.40	EnzymeClass	1.2.1.40	3alpha,7alpha,12alpha-trihydroxycholestan-26-al 26-oxidoreductase
EC:1.2.1.63	EnzymeClass	1.2.1.63	6-oxohexanoate dehydrogenase
EC:1.2.1.91	EnzymeClass	1.2.1.91	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase
EC:1.2.7.6	EnzymeClass	1.2.7.6	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
EC:1.2.5.-	EnzymeClass	1.2.5.-	With a quinone or similar compound as acceptor
EC:1.3.1.17	EnzymeClass	1.3.1.17	3-methyleneoxindole reductase
EC:1.3.1.58	EnzymeClass	1.3.1.58	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase
EC:1.3.1.79	EnzymeClass	1.3.1.79	arogenate dehydrogenase [NAD(P)+]
EC:1.3.1.94	EnzymeClass	1.3.1.94	polyprenol reductase
EC:1.3.99.21	EnzymeClass	1.3.99.21	(R)-benzylsuccinyl-CoA dehydrogenase
EC:1.4.1.12	EnzymeClass	1.4.1.12	2,4-diaminopentanoate dehydrogenase
EC:1.4.3.5	EnzymeClass	1.4.3.5	pyridoxal 5'-phosphate synthase
EC:1.4.3.14	EnzymeClass	1.4.3.14	L-lysine oxidase
EC:1.4.5.-	EnzymeClass	1.4.5.-	With  a quinone or other compound as acceptor
EC:1.5.-.-	EnzymeClass	1.5.-.-	Acting on the CH-NH group of donors
EC:1.5.1.45	EnzymeClass	1.5.1.45	FAD reductase [NAD(P)H]
EC:1.5.3.22	EnzymeClass	1.5.3.22	coenzyme F420H2 oxidase
EC:1.5.8.-	EnzymeClass	1.5.8.-	With a flavin or flavoprotein as acceptor
EC:1.5.8.1	EnzymeClass	1.5.8.1	dimethylamine dehydrogenase
EC:1.5.8.3	EnzymeClass	1.5.8.3	sarcosine dehydrogenase
EC:1.5.99.1	EnzymeClass	1.5.99.1	sarcosine dehydrogenase
EC:1.6.3.3	EnzymeClass	1.6.3.3	NADH oxidase (H2O2-forming)
EC:1.6.99.1	EnzymeClass	1.6.99.1	NADPH dehydrogenase
EC:1.7.7.2	EnzymeClass	1.7.7.2	ferredoxin---nitrate reductase
EC:1.7.99.7	EnzymeClass	1.7.99.7	nitric-oxide reductase
EC:1.8.1.13	EnzymeClass	1.8.1.13	bis-gamma-glutamylcystine reductase
EC:1.8.3.7	EnzymeClass	1.8.3.7	formylglycine-generating enzyme
EC:1.8.4.12	EnzymeClass	1.8.4.12	peptide-methionine (R)-S-oxide reductase
EC:1.10.3.9	EnzymeClass	1.10.3.9	photosystem II
EC:1.11.1.10	EnzymeClass	1.11.1.10	chloride peroxidase
EC:1.13.11.2	EnzymeClass	1.13.11.2	catechol 2,3-dioxygenase
EC:1.13.11.33	EnzymeClass	1.13.11.33	arachidonate 15-lipoxygenase
EC:1.13.11.40	EnzymeClass	1.13.11.40	arachidonate 8-lipoxygenase
EC:1.13.11.45	EnzymeClass	1.13.11.45	linoleate 11-lipoxygenase
EC:1.13.11.79	EnzymeClass	1.13.11.79	5,6-dimethylbenzimidazole synthase
EC:1.13.11.80	EnzymeClass	1.13.11.80	(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase
EC:1.13.12.2	EnzymeClass	1.13.12.2	lysine 2-monooxygenase
EC:1.14.11.48	EnzymeClass	1.14.11.48	xanthine dioxygenase
EC:1.14.13.70	EnzymeClass	1.14.13.70	sterol 14alpha-demethylase
EC:1.14.13.80	EnzymeClass	1.14.13.80	(R)-limonene 6-monooxygenase
EC:1.14.13.82	EnzymeClass	1.14.13.82	vanillate monooxygenase
EC:1.14.13.93	EnzymeClass	1.14.13.93	(+)-abscisic acid 8'-hydroxylase
EC:1.14.13.129	EnzymeClass	1.14.13.129	beta-carotene 3-hydroxylase
EC:1.14.13.138	EnzymeClass	1.14.13.138	indolin-2-one monooxygenase
EC:1.14.13.144	EnzymeClass	1.14.13.144	9beta-pimara-7,15-diene oxidase
EC:1.14.13.149	EnzymeClass	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase
EC:1.14.13.174	EnzymeClass	1.14.13.174	averantin hydroxylase
EC:1.14.13.200	EnzymeClass	1.14.13.200	tetracenomycin A2 monooxygenase-dioxygenase
EC:1.14.13.232	EnzymeClass	1.14.13.232	6-methylpretetramide 4-monooxygenase
EC:1.14.13.236	EnzymeClass	1.14.13.236	toluene 4-monooxygenase
EC:1.14.14.55	EnzymeClass	1.14.14.55	quinine 3-monooxygenase
EC:1.14.14.149	EnzymeClass	1.14.14.149	5-epiaristolochene 1,3-dihydroxylase
EC:1.14.15.-	EnzymeClass	1.14.15.-	With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen into the other donor
EC:1.14.15.13	EnzymeClass	1.14.15.13	pulcherriminic acid synthase
EC:1.14.15.24	EnzymeClass	1.14.15.24	beta-carotene 3-hydroxylase
EC:1.14.19.12	EnzymeClass	1.14.19.12	acyl-lipid omega-(9-4) desaturase
EC:1.14.19.59	EnzymeClass	1.14.19.59	tryptophan 6-halogenase
EC:1.14.20.11	EnzymeClass	1.14.20.11	3-[(Z)-2-isocyanoethenyl]-1H-indole synthase
EC:1.14.99.30	EnzymeClass	1.14.99.30	carotene 7,8-desaturase
EC:1.16.1.2	EnzymeClass	1.16.1.2	diferric-transferrin reductase
EC:1.16.3.1	EnzymeClass	1.16.3.1	ferroxidase
EC:1.17.1.5	EnzymeClass	1.17.1.5	nicotinate dehydrogenase
EC:1.21.3.3	EnzymeClass	1.21.3.3	reticuline oxidase
EC:1.21.99.3	EnzymeClass	1.21.99.3	thyroxine 5-deiodinase
EC:2.6.1.8	EnzymeClass	2.6.1.8	2,5-diaminovalerate transaminase
EC:2.6.1.39	EnzymeClass	2.6.1.39	2-aminoadipate transaminase
EC:2.6.1.67	EnzymeClass	2.6.1.67	2-aminohexanoate transaminase
EC:2.6.1.76	EnzymeClass	2.6.1.76	diaminobutyrate---2-oxoglutarate transaminase
EC:2.6.1.98	EnzymeClass	2.6.1.98	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase
EC:2.1.1.28	EnzymeClass	2.1.1.28	phenylethanolamine N-methyltransferase
EC:2.1.1.111	EnzymeClass	2.1.1.111	anthranilate N-methyltransferase
EC:2.1.1.142	EnzymeClass	2.1.1.142	cycloartenol 24-C-methyltransferase
EC:2.1.1.152	EnzymeClass	2.1.1.152	precorrin-6A synthase (deacetylating)
EC:2.1.1.187	EnzymeClass	2.1.1.187	23S rRNA (guanine745-N1)-methyltransferase
EC:2.1.1.204	EnzymeClass	2.1.1.204	tRNA (cytosine38-C5)-methyltransferase
EC:2.1.1.205	EnzymeClass	2.1.1.205	tRNA (cytidine32/guanosine34-2'-O)-methyltransferase
EC:2.1.1.206	EnzymeClass	2.1.1.206	tRNA (cytidine56-2'-O)-methyltransferase
EC:2.1.1.225	EnzymeClass	2.1.1.225	tRNA:m4X modification enzyme
EC:2.1.1.227	EnzymeClass	2.1.1.227	16S rRNA (cytidine1409-2'-O)-methyltransferase
EC:2.1.1.228	EnzymeClass	2.1.1.228	tRNA (guanine37-N1)-methyltransferase
EC:2.1.1.257	EnzymeClass	2.1.1.257	tRNA (pseudouridine54-N1)-methyltransferase
EC:2.1.1.287	EnzymeClass	2.1.1.287	25S rRNA (adenine645-N1)-methyltransferase
EC:2.1.1.293	EnzymeClass	2.1.1.293	6-hydroxytryprostatin B O-methyltransferase
EC:2.1.2.5	EnzymeClass	2.1.2.5	glutamate formimidoyltransferase
EC:2.1.3.11	EnzymeClass	2.1.3.11	N-succinylornithine carbamoyltransferase
EC:2.2.1.4	EnzymeClass	2.2.1.4	acetoin---ribose-5-phosphate transaldolase
EC:2.3.1.22	EnzymeClass	2.3.1.22	2-acylglycerol O-acyltransferase
EC:2.3.1.24	EnzymeClass	2.3.1.24	sphingosine N-acyltransferase
EC:2.3.1.26	EnzymeClass	2.3.1.26	sterol O-acyltransferase
EC:2.3.1.46	EnzymeClass	2.3.1.46	homoserine O-succinyltransferase
EC:2.3.1.51	EnzymeClass	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase
EC:2.3.1.74	EnzymeClass	2.3.1.74	chalcone synthase
EC:2.3.1.96	EnzymeClass	2.3.1.96	glycoprotein N-palmitoyltransferase
EC:2.3.1.98	EnzymeClass	2.3.1.98	chlorogenate---glucarate O-hydroxycinnamoyltransferase
EC:2.3.1.140	EnzymeClass	2.3.1.140	rosmarinate synthase
EC:2.3.1.147	EnzymeClass	2.3.1.147	glycerophospholipid arachidonoyl-transferase (CoA-independent)
EC:2.3.1.181	EnzymeClass	2.3.1.181	lipoyl(octanoyl) transferase
EC:2.3.1.183	EnzymeClass	2.3.1.183	phosphinothricin acetyltransferase
EC:2.3.1.191	EnzymeClass	2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
EC:2.3.1.210	EnzymeClass	2.3.1.210	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
EC:2.3.1.228	EnzymeClass	2.3.1.228	isovaleryl-homoserine lactone synthase
EC:2.4.1.1	EnzymeClass	2.4.1.1	glycogen phosphorylase
EC:2.4.1.5	EnzymeClass	2.4.1.5	dextransucrase
EC:2.4.1.21	EnzymeClass	2.4.1.21	starch synthase (glycosyl-transferring)
EC:2.4.1.62	EnzymeClass	2.4.1.62	ganglioside galactosyltransferase
EC:2.4.1.68	EnzymeClass	2.4.1.68	glycoprotein 6-alpha-L-fucosyltransferase
EC:2.4.1.79	EnzymeClass	2.4.1.79	globotriaosylceramide 3-beta-N-acetylgalactosaminyltransferase
EC:2.4.1.88	EnzymeClass	2.4.1.88	globoside alpha-N-acetylgalactosaminyltransferase
EC:2.4.1.114	EnzymeClass	2.4.1.114	2-coumarate O-beta-glucosyltransferase
EC:2.4.1.125	EnzymeClass	2.4.1.125	sucrose---1,6-alpha-glucan 3(6)-alpha-glucosyltransferase
EC:2.4.1.142	EnzymeClass	2.4.1.142	chitobiosyldiphosphodolichol beta-mannosyltransferase
EC:2.4.1.153	EnzymeClass	2.4.1.153	UDP-N-acetylglucosamine---dolichyl-phosphate N-acetylglucosaminyltransferase
EC:2.4.1.161	EnzymeClass	2.4.1.161	oligosaccharide 4-alpha-D-glucosyltransferase
EC:2.4.1.216	EnzymeClass	2.4.1.216	trehalose 6-phosphate phosphorylase
EC:2.4.1.224	EnzymeClass	2.4.1.224	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase
EC:2.4.1.259	EnzymeClass	2.4.1.259	dolichyl-P-Man:Man6GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase
EC:2.4.1.260	EnzymeClass	2.4.1.260	dolichyl-P-Man:Man7GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase
EC:2.4.1.265	EnzymeClass	2.4.1.265	dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichol alpha-1,3-glucosyltransferase
EC:2.4.1.292	EnzymeClass	2.4.1.292	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
EC:2.4.1.307	EnzymeClass	2.4.1.307	UDP-Gal:alpha-D-GalNAc-1,3-alpha-D-GalNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
EC:2.4.1.313	EnzymeClass	2.4.1.313	protein O-mannose beta-1,3-N-acetylgalactosaminyltransferase
EC:2.4.2.1	EnzymeClass	2.4.2.1	purine-nucleoside phosphorylase
EC:2.4.2.16	EnzymeClass	2.4.2.16	urate-ribonucleotide phosphorylase
EC:2.5.1.5	EnzymeClass	2.5.1.5	galactose-6-sulfurylase
EC:2.5.1.24	EnzymeClass	2.5.1.24	discadenine synthase
EC:2.5.1.96	EnzymeClass	2.5.1.96	4,4'-diapophytoene synthase
EC:2.5.1.105	EnzymeClass	2.5.1.105	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase
EC:2.5.1.125	EnzymeClass	2.5.1.125	7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione synthase
EC:2.7.1.7	EnzymeClass	2.7.1.7	mannokinase
EC:2.7.1.11	EnzymeClass	2.7.1.11	6-phosphofructokinase
EC:2.7.1.34	EnzymeClass	2.7.1.34	pantetheine kinase
EC:2.7.1.145	EnzymeClass	2.7.1.145	deoxynucleoside kinase
EC:2.7.1.176	EnzymeClass	2.7.1.176	UDP-N-acetylglucosamine kinase
EC:2.7.1.206	EnzymeClass	2.7.1.206	protein-Npi-phosphohistidine---L-sorbose phosphotransferase
EC:2.7.2.6	EnzymeClass	2.7.2.6	formate kinase
EC:2.7.4.3	EnzymeClass	2.7.4.3	adenylate kinase
EC:2.7.4.15	EnzymeClass	2.7.4.15	thiamine-diphosphate kinase
EC:2.7.4.29	EnzymeClass	2.7.4.29	Kdo2-lipid A phosphotransferase
EC:2.7.7.8	EnzymeClass	2.7.7.8	polyribonucleotide nucleotidyltransferase
EC:2.7.7.35	EnzymeClass	2.7.7.35	ADP ribose phosphorylase
EC:2.7.7.38	EnzymeClass	2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase
EC:2.7.7.56	EnzymeClass	2.7.7.56	tRNA nucleotidyltransferase
EC:2.7.7.76	EnzymeClass	2.7.7.76	molybdenum cofactor cytidylyltransferase
EC:2.7.7.82	EnzymeClass	2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase
EC:2.7.8.19	EnzymeClass	2.7.8.19	UDP-glucose---glycoprotein glucose phosphotransferase
EC:2.7.11.4	EnzymeClass	2.7.11.4	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase
EC:2.8.2.13	EnzymeClass	2.8.2.13	psychosine sulfotransferase
EC:2.8.2.27	EnzymeClass	2.8.2.27	quercetin-3-sulfate 4'-sulfotransferase
