id:ID	:LABEL	label	biotype	description	source	source2
ENSG00000157368	Gene	IL34	protein_coding	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	ensembl	ensembl_havana
ENSG00000166123	Gene	GPT2	protein_coding	glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]	ensembl	ensembl_havana
ENSG00000018625	Gene	ATP1A2	protein_coding	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	ensembl	ensembl_havana
ENSG00000023330	Gene	ALAS1	protein_coding	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]	ensembl	ensembl_havana
ENSG00000179091	Gene	CYC1	protein_coding	cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]	ensembl	ensembl_havana
ENSG00000134250	Gene	NOTCH2	protein_coding	notch 2 [Source:HGNC Symbol;Acc:HGNC:7882]	ensembl	ensembl_havana
ENSG00000188089	Gene	PLA2G4E	protein_coding	phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]	ensembl	ensembl_havana
ENSG00000023734	Gene	STRAP	protein_coding	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]	ensembl	ensembl_havana
ENSG00000160963	Gene	COL26A1	protein_coding	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]	ensembl	ensembl_havana
ENSG00000169710	Gene	FASN	protein_coding	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	ensembl	ensembl_havana
ENSG00000137860	Gene	SLC28A2	protein_coding	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	ensembl	ensembl_havana
ENSG00000164258	Gene	NDUFS4	protein_coding	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]	ensembl	ensembl_havana
ENSG00000106617	Gene	PRKAG2	protein_coding	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]	ensembl	ensembl_havana
ENSG00000174130	Gene	TLR6	protein_coding	toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]	ensembl	ensembl_havana
ENSG00000241119	Gene	UGT1A9	protein_coding	UDP glucuronosyltransferase family 1 member A9 [Source:HGNC Symbol;Acc:HGNC:12541]	ensembl	ensembl_havana
ENSG00000057608	Gene	GDI2	protein_coding	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	ensembl	ensembl_havana
ENSG00000109332	Gene	UBE2D3	protein_coding	ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]	ensembl	ensembl_havana
ENSG00000065320	Gene	NTN1	protein_coding	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	ensembl	ensembl_havana
ENSG00000233687	Gene	OR2B3	protein_coding	olfactory receptor family 2 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8238]	ensembl	ensembl_havana
ENSG00000148734	Gene	NPFFR1	protein_coding	neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425]	ensembl	ensembl_havana
ENSG00000126266	Gene	FFAR1	protein_coding	free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498]	ensembl	ensembl_havana
ENSG00000077264	Gene	PAK3	protein_coding	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	ensembl	ensembl_havana
ENSG00000165801	Gene	ARHGEF40	protein_coding	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]	ensembl	ensembl_havana
ENSG00000273326	Gene	TAS2R7	protein_coding	taste 2 receptor member 7 [Source:HGNC Symbol;Acc:HGNC:14913]	ensembl	ensembl_havana
ENSG00000277316	Gene	TAS2R8	protein_coding	taste 2 receptor member 8 [Source:HGNC Symbol;Acc:HGNC:14915]	ensembl	ensembl_havana
ENSG00000073737	Gene	DHRS9	protein_coding	dehydrogenase/reductase 9 [Source:HGNC Symbol;Acc:HGNC:16888]	ensembl	ensembl_havana
ENSG00000132792	Gene	CTNNBL1	protein_coding	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]	ensembl	ensembl_havana
ENSG00000185303	Gene	SFTPA2	protein_coding	surfactant protein A2 [Source:HGNC Symbol;Acc:HGNC:10799]	ensembl	ensembl_havana
ENSG00000198786	Gene	<null>	protein_coding	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]	ensembl	insdc
ENSG00000129534	Gene	MIS18BP1	protein_coding	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]	ensembl	ensembl_havana
ENSG00000068650	Gene	ATP11A	protein_coding	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	ensembl	ensembl_havana
ENSG00000204197	Gene	KIFC1	protein_coding	kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]	ensembl	ensembl_havana
ENSG00000105819	Gene	PMPCB	protein_coding	peptidase, mitochondrial processing beta subunit [Source:HGNC Symbol;Acc:HGNC:9119]	ensembl	ensembl_havana
ENSG00000175470	Gene	PPP2R2D	protein_coding	protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]	ensembl	ensembl_havana
ENSG00000244734	Gene	HBB	protein_coding	hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]	ensembl	ensembl_havana
ENSG00000154473	Gene	BUB3	protein_coding	BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	ensembl	ensembl_havana
ENSG00000101146	Gene	RAE1	protein_coding	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]	ensembl	ensembl_havana
ENSG00000134183	Gene	GNAT2	protein_coding	G protein subunit alpha transducin 2 [Source:HGNC Symbol;Acc:HGNC:4394]	ensembl	ensembl_havana
ENSG00000072958	Gene	AP1M1	protein_coding	adaptor related protein complex 1 mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:13667]	ensembl	ensembl_havana
ENSG00000143622	Gene	RIT1	protein_coding	Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]	ensembl	ensembl_havana
ENSG00000186716	Gene	BCR	protein_coding	BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]	ensembl	ensembl_havana
ENSG00000157077	Gene	ZFYVE9	protein_coding	zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]	ensembl	ensembl_havana
ENSG00000138061	Gene	CYP1B1	protein_coding	cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]	ensembl	ensembl_havana
ENSG00000184634	Gene	MED12	protein_coding	mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]	ensembl	ensembl_havana
ENSG00000184140	Gene	OR4F6	protein_coding	olfactory receptor family 4 subfamily F member 6 [Source:HGNC Symbol;Acc:HGNC:15372]	ensembl	havana
ENSG00000284680	Gene	OR8B2	protein_coding	olfactory receptor family 8 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:8471]	ensembl	ensembl_havana
ENSG00000130598	Gene	TNNI2	protein_coding	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	ensembl	ensembl_havana
ENSG00000135517	Gene	MIP	protein_coding	major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103]	ensembl	ensembl_havana
ENSG00000088930	Gene	XRN2	protein_coding	5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]	ensembl	ensembl_havana
ENSG00000212935	Gene	KRTAP10-3	protein_coding	keratin associated protein 10-3 [Source:HGNC Symbol;Acc:HGNC:22968]	ensembl	havana
ENSG00000166908	Gene	PIP4K2C	protein_coding	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]	ensembl	ensembl_havana
ENSG00000070019	Gene	GUCY2C	protein_coding	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]	ensembl	ensembl_havana
ENSG00000104827	Gene	CGB3	protein_coding	chorionic gonadotropin beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:1886]	ensembl	ensembl_havana
ENSG00000177613	Gene	CSTF2T	protein_coding	cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	ensembl	ensembl_havana
ENSG00000119673	Gene	ACOT2	protein_coding	acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]	ensembl	ensembl_havana
ENSG00000185515	Gene	BRCC3	protein_coding	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]	ensembl	ensembl_havana
ENSG00000250565	Gene	ATP6V1E2	protein_coding	ATPase H+ transporting V1 subunit E2 [Source:HGNC Symbol;Acc:HGNC:18125]	ensembl	ensembl_havana
ENSG00000153822	Gene	KCNJ16	protein_coding	potassium voltage-gated channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]	ensembl	ensembl_havana
ENSG00000151079	Gene	KCNA6	protein_coding	potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225]	ensembl	ensembl_havana
ENSG00000126214	Gene	KLC1	protein_coding	kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]	ensembl	ensembl_havana
ENSG00000147548	Gene	WHSC1L1	protein_coding	nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767]	ensembl	ensembl_havana
ENSG00000206306	Gene	HLA-DRB1	protein_coding	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]	ensembl	ensembl_havana
ENSG00000075407	Gene	ZNF37A	protein_coding	zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]	ensembl	ensembl_havana
ENSG00000112309	Gene	B3GAT2	protein_coding	beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]	ensembl	ensembl_havana
ENSG00000134824	Gene	FADS2	protein_coding	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]	ensembl	ensembl_havana
ENSG00000141959	Gene	PFKL	protein_coding	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	ensembl	ensembl_havana
ENSG00000111361	Gene	EIF2B1	protein_coding	eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]	ensembl	ensembl_havana
ENSG00000160917	Gene	CPSF4	protein_coding	cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327]	ensembl	ensembl_havana
ENSG00000099866	Gene	MADCAM1	protein_coding	mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765]	ensembl	ensembl_havana
ENSG00000161270	Gene	NPHS1	protein_coding	NPHS1, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]	ensembl	ensembl_havana
ENSG00000151892	Gene	GFRA1	protein_coding	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	ensembl	ensembl_havana
ENSG00000087494	Gene	PTHLH	protein_coding	parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]	ensembl	ensembl_havana
ENSG00000143793	Gene	C1orf35	protein_coding	chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]	ensembl	ensembl_havana
ENSG00000006059	Gene	KRT33A	protein_coding	keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450]	ensembl	ensembl_havana
ENSG00000204897	Gene	KRT25	protein_coding	keratin 25 [Source:HGNC Symbol;Acc:HGNC:30839]	ensembl	ensembl_havana
ENSG00000171345	Gene	KRT19	protein_coding	keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]	ensembl	ensembl_havana
ENSG00000188155	Gene	KRTAP10-6	protein_coding	keratin associated protein 10-6 [Source:HGNC Symbol;Acc:HGNC:20523]	ensembl	havana
ENSG00000079134	Gene	THOC1	protein_coding	THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]	ensembl	ensembl_havana
ENSG00000011143	Gene	MKS1	protein_coding	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]	ensembl	ensembl_havana
ENSG00000140506	Gene	LMAN1L	protein_coding	lectin, mannose binding 1 like [Source:HGNC Symbol;Acc:HGNC:6632]	ensembl	ensembl_havana
ENSG00000114770	Gene	ABCC5	protein_coding	ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]	ensembl	ensembl_havana
ENSG00000101346	Gene	POFUT1	protein_coding	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]	ensembl	ensembl_havana
ENSG00000277006	Gene	DEFB104B	protein_coding	defensin beta 104B [Source:HGNC Symbol;Acc:HGNC:26165]	ensembl	ensembl_havana
ENSG00000139144	Gene	PIK3C2G	protein_coding	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973]	ensembl	ensembl_havana
ENSG00000172000	Gene	ZNF556	protein_coding	zinc finger protein 556 [Source:HGNC Symbol;Acc:HGNC:25669]	ensembl	ensembl_havana
ENSG00000254415	Gene	SIGLEC14	protein_coding	sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]	ensembl	ensembl_havana
ENSG00000076685	Gene	NT5C2	protein_coding	5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]	ensembl	ensembl_havana
ENSG00000122971	Gene	ACADS	protein_coding	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]	ensembl	ensembl_havana
ENSG00000100413	Gene	POLR3H	protein_coding	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]	ensembl	ensembl_havana
ENSG00000026025	Gene	VIM	protein_coding	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	ensembl	ensembl_havana
ENSG00000046651	Gene	OFD1	protein_coding	OFD1, centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]	ensembl	ensembl_havana
ENSG00000167779	Gene	IGFBP6	protein_coding	insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]	ensembl	ensembl_havana
ENSG00000223493	Gene	SKIV2L	protein_coding	Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898]	ensembl	ensembl_havana
ENSG00000189306	Gene	RRP7A	protein_coding	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]	ensembl	ensembl_havana
ENSG00000281449	Gene	BCL2L14	protein_coding	BCL2 like 14 [Source:HGNC Symbol;Acc:HGNC:16657]	ensembl	ensembl_havana
ENSG00000006757	Gene	PNPLA4	protein_coding	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	ensembl	ensembl_havana
ENSG00000111530	Gene	CAND1	protein_coding	cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]	ensembl	ensembl_havana
ENSG00000175309	Gene	PHYKPL	protein_coding	5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]	ensembl	ensembl_havana
ENSG00000197329	Gene	PELI1	protein_coding	pellino E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:8827]	ensembl	ensembl_havana
ENSG00000143537	Gene	ADAM15	protein_coding	ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]	ensembl	ensembl_havana
ENSG00000233046	Gene	OR5V1	protein_coding	olfactory receptor family 5 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:13972]	ensembl	ensembl_havana
ENSG00000170949	Gene	ZNF160	protein_coding	zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]	ensembl	ensembl_havana
ENSG00000123405	Gene	NFE2	protein_coding	nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]	ensembl	ensembl_havana
ENSG00000170525	Gene	PFKFB3	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	ensembl	ensembl_havana
ENSG00000169045	Gene	HNRNPH1	protein_coding	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]	ensembl	ensembl_havana
ENSG00000005893	Gene	LAMP2	protein_coding	lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]	ensembl	ensembl_havana
ENSG00000001630	Gene	CYP51A1	protein_coding	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	ensembl	ensembl_havana
ENSG00000116815	Gene	CD58	protein_coding	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	ensembl	ensembl_havana
ENSG00000120137	Gene	PANK3	protein_coding	pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]	ensembl	ensembl_havana
ENSG00000183048	Gene	SLC25A10	protein_coding	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	ensembl	ensembl_havana
ENSG00000186513	Gene	OR9Q2	protein_coding	olfactory receptor family 9 subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:15328]	ensembl	ensembl_havana
ENSG00000137513	Gene	NARS2	protein_coding	asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]	ensembl	ensembl_havana
ENSG00000173473	Gene	SMARCC1	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]	ensembl	ensembl_havana
ENSG00000128271	Gene	ADORA2A	protein_coding	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]	ensembl	ensembl_havana
ENSG00000103375	Gene	AQP8	protein_coding	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	ensembl	ensembl_havana
ENSG00000172315	Gene	TP53RK	protein_coding	TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]	ensembl	ensembl_havana
ENSG00000090470	Gene	PDCD7	protein_coding	programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]	ensembl	ensembl_havana
ENSG00000184967	Gene	NOC4L	protein_coding	nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]	ensembl	ensembl_havana
ENSG00000117598	Gene	PLPPR5	protein_coding	phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703]	ensembl	ensembl_havana
ENSG00000119682	Gene	AREL1	protein_coding	apoptosis resistant E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20363]	ensembl	ensembl_havana
ENSG00000243335	Gene	KCTD7	protein_coding	potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]	ensembl	ensembl_havana
ENSG00000136488	Gene	CSH1	protein_coding	chorionic somatomammotropin hormone 1 [Source:HGNC Symbol;Acc:HGNC:2440]	ensembl	ensembl_havana
ENSG00000234507	Gene	BRD2	protein_coding	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	ensembl	ensembl_havana
ENSG00000142920	Gene	AZIN2	protein_coding	antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]	ensembl	ensembl_havana
ENSG00000119929	Gene	CUTC	protein_coding	cutC copper transporter [Source:HGNC Symbol;Acc:HGNC:24271]	ensembl	ensembl_havana
ENSG00000163293	Gene	NIPAL1	protein_coding	NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]	ensembl	ensembl_havana
ENSG00000164434	Gene	FABP7	protein_coding	fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]	ensembl	ensembl_havana
ENSG00000153012	Gene	LGI2	protein_coding	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	ensembl	ensembl_havana
ENSG00000206557	Gene	TRIM71	protein_coding	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	ensembl	ensembl_havana
ENSG00000129219	Gene	PLD2	protein_coding	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	ensembl	ensembl_havana
ENSG00000241910	Gene	HLA-DOB	protein_coding	major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]	ensembl	ensembl_havana
ENSG00000206290	Gene	COL11A2	protein_coding	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]	ensembl	ensembl_havana
ENSG00000275083	Gene	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	ensembl	ensembl_havana
ENSG00000139187	Gene	KLRG1	protein_coding	killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]	ensembl	ensembl_havana
ENSG00000274438	Gene	KIR2DS2	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]	ensembl	havana
ENSG00000233481	Gene	OR12D2	protein_coding	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8178]	ensembl	ensembl_havana
ENSG00000184698	Gene	OR51M1	protein_coding	olfactory receptor family 51 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14847]	ensembl	ensembl_havana
ENSG00000121022	Gene	COPS5	protein_coding	COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]	ensembl	ensembl_havana
ENSG00000181785	Gene	OR5AS1	protein_coding	olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261]	ensembl	ensembl_havana
ENSG00000104518	Gene	GSDMD	protein_coding	gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]	ensembl	ensembl_havana
ENSG00000102362	Gene	SYTL4	protein_coding	synaptotagmin like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	ensembl	ensembl_havana
ENSG00000100298	Gene	APOBEC3H	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol;Acc:HGNC:24100]	ensembl	ensembl_havana
ENSG00000241484	Gene	ARHGAP8	protein_coding	Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]	ensembl	ensembl_havana
ENSG00000148082	Gene	SHC3	protein_coding	SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]	ensembl	ensembl_havana
ENSG00000197808	Gene	ZNF461	protein_coding	zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]	ensembl	ensembl_havana
ENSG00000178295	Gene	GEN1	protein_coding	GEN1, Holliday junction 5' flap endonuclease [Source:HGNC Symbol;Acc:HGNC:26881]	ensembl	ensembl_havana
ENSG00000124217	Gene	MOCS3	protein_coding	molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]	ensembl	ensembl_havana
ENSG00000196387	Gene	ZNF140	protein_coding	zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]	ensembl	ensembl_havana
ENSG00000159882	Gene	ZNF230	protein_coding	zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024]	ensembl	ensembl_havana
ENSG00000272333	Gene	KMT2B	protein_coding	lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]	ensembl	ensembl_havana
ENSG00000137364	Gene	TPMT	protein_coding	thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:12014]	ensembl	ensembl_havana
ENSG00000140459	Gene	CYP11A1	protein_coding	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]	ensembl	ensembl_havana
ENSG00000031081	Gene	ARHGAP31	protein_coding	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	ensembl	ensembl_havana
ENSG00000139874	Gene	SSTR1	protein_coding	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	ensembl	ensembl_havana
ENSG00000054277	Gene	OPN3	protein_coding	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	ensembl	ensembl_havana
ENSG00000110048	Gene	OSBP	protein_coding	oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]	ensembl	ensembl_havana
ENSG00000275806	Gene	<null>	protein_coding	T-cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:37250]	ensembl	ensembl
ENSG00000147533	Gene	GOLGA7	protein_coding	golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]	ensembl	ensembl_havana
ENSG00000105699	Gene	LSR	protein_coding	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]	ensembl	ensembl_havana
ENSG00000227124	Gene	ZNF717	protein_coding	zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]	ensembl	ensembl_havana
ENSG00000148187	Gene	MRRF	protein_coding	mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:HGNC:7234]	ensembl	ensembl_havana
ENSG00000165097	Gene	KDM1B	protein_coding	lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577]	ensembl	ensembl_havana
ENSG00000277893	Gene	SRD5A2	protein_coding	steroid 5 alpha-reductase 2 [Source:HGNC Symbol;Acc:HGNC:11285]	ensembl	ensembl_havana
ENSG00000153827	Gene	TRIP12	protein_coding	thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]	ensembl	ensembl_havana
ENSG00000135829	Gene	DHX9	protein_coding	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	ensembl	ensembl_havana
ENSG00000277773	Gene	SMN2	protein_coding	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]	ensembl	ensembl_havana
ENSG00000138115	Gene	CYP2C8	protein_coding	cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622]	ensembl	ensembl_havana
ENSG00000102468	Gene	HTR2A	protein_coding	5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]	ensembl	ensembl_havana
ENSG00000184209	Gene	SNRNP35	protein_coding	small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]	ensembl	ensembl_havana
ENSG00000173239	Gene	LIPM	protein_coding	lipase family member M [Source:HGNC Symbol;Acc:HGNC:23455]	ensembl	ensembl_havana
ENSG00000242252	Gene	BGLAP	protein_coding	bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043]	ensembl	ensembl_havana
ENSG00000237038	Gene	USP17L8	protein_coding	ubiquitin specific peptidase 17-like family member 8 [Source:HGNC Symbol;Acc:HGNC:37181]	ensembl	havana
ENSG00000162836	Gene	ACP6	protein_coding	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	ensembl	ensembl_havana
ENSG00000188771	Gene	PLET1	protein_coding	placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053]	ensembl	ensembl_havana
ENSG00000169242	Gene	EFNA1	protein_coding	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]	ensembl	ensembl_havana
ENSG00000203814	Gene	HIST2H2BF	protein_coding	histone cluster 2 H2B family member f [Source:HGNC Symbol;Acc:HGNC:24700]	ensembl	ensembl_havana
